sample,Glucose,NH4Cl
2_7,6.0,37.459998287744995
2_3,2.400530550236475,0.0
2_6,6.0,240.0
2_4,4.380191063862609,0.0
2_2,1.8054685515267677,112.66041738749563
2_1,0.0,180.1508245990588
2_5,6.0,0.0

