condition,molecule,mean,sem
0_3,Butyrate,0.5768998354928332,0.13239019107506433
0_3,Citrate,0.6479428838694176,0.032269966885727114
0_3,D-Fructose 6-phosphate,1.16746449124066,0.09817844811548924
0_3,D-glucose,1.7504653769800778,0.08713715943076612
0_3,Glucose_Na,0.7155856935072201,0.09585039071136685
0_3,Glucose_Na_b,0.709966674193773,0.06627066103086134
0_3,Isocitrate,0.9051855564259386,0.06424575086118921
0_3,L-Arginine,7.565361277056031,0.7485609888636442
0_3,L-Histidine,2.0700596492283054,0.25107189671715513
0_3,L-Lactate,0.7112089110765671,0.12866253556051993
0_3,L-Phenylalanine,5.084877400259796,0.6715836901605756
0_3,L-Threonine,2.075316175895018,0.346366535652563
0_3,L-Tryptophan,0.7011835668080802,0.05377269467533551
0_3,L-Valine,2.4494427716161313,0.6227649693338223
0_3,"R-2,3-Dihydroxy-isovalerate",2.596386411583613,0.14559805152768968
0_3,"R-2,3-dihydroxy-3-methylpentanoate",1.9092788917895545,0.2105415990554752
0_3,Succinate,0.6348000759528706,0.044486642801199974
0_4,(S)-Malate,1.1289070254564948,0.06772791385404922
0_4,3-Phospho-D-glycerate,1.9186248764113016,0.12504298055789362
0_4,6-Phosphogluconic acid,1.5288712148216885,0.143093067728306
0_4,Biotin,0.8342672117783602,0.15052635363501843
0_4,Butyrate,0.44149942573657297,0.07687198012878722
0_4,Citrate,0.7914288606529499,0.028259998038425785
0_4,D-Fructose 6-phosphate,1.1049041446152181,0.13559729904466938
0_4,D-glucose,2.601623582057146,0.10079457391438781
0_4,Glucose_Na,0.8062270399472118,0.09504224769927923
0_4,Glucose_Na_b,0.7287453349605825,0.09312333780718465
0_4,Isocitrate,1.0097739657576392,0.05241689483490754
0_4,L-Arginine,7.400230148867934,0.46930457671140774
0_4,L-Histidine,1.7649655962867865,0.3848759264521608
0_4,L-Lactate,0.913542064418382,0.05588970506766641
0_4,L-Phenylalanine,3.730263049473477,0.6906618751001067
0_4,L-Threonine,1.6693731003701886,0.3486978520785484
0_4,L-Tryptophan,0.7212826139854842,0.0931804593068754
0_4,L-Valine,1.168123959747662,0.3347542239949809
0_4,"R-2,3-Dihydroxy-isovalerate",2.3572799277697953,0.16433183237992552
0_4,"R-2,3-dihydroxy-3-methylpentanoate",1.6779919029386299,0.13091029692058695
0_4,Succinate,0.662040045677197,0.03121521020618197
0_5,(S)-Malate,1.5350843671973105,0.08968052912896442
0_5,3-Phospho-D-glycerate,1.4005477792192835,0.06791448225262779
0_5,6-Phosphogluconic acid,0.5168204547259844,0.009658757233366708
0_5,Biotin,1.0536626498096544,0.12961806240748777
0_5,Butyrate,1.0735093758145402,0.053429212636037275
0_5,Citrate,1.591018082249726,0.039748597367056875
0_5,D-Fructose 6-phosphate,0.8619183809544078,0.027606457448335845
0_5,D-glucose,4.138965247134148,0.13189932328641
0_5,Glucose_Na,0.9143140370013586,0.05200605824765445
0_5,Glucose_Na_b,0.9026822416239972,0.07488944194725675
0_5,Isocitrate,1.4848849152993115,0.024084668874072644
0_5,L-Arginine,2.8190684738878757,0.2582012849464386
0_5,L-Histidine,1.054496853194963,0.26535030218790595
0_5,L-Lactate,1.6594130035501682,0.1843610462669633
0_5,L-Phenylalanine,1.137592270924251,0.18279917621631692
0_5,L-Threonine,0.9944018477431396,0.20847611936080576
0_5,L-Tryptophan,0.8799412907038024,0.07211912560242799
0_5,L-Valine,1.0497605574469129,0.3809935318635259
0_5,"R-2,3-Dihydroxy-isovalerate",0.8757114637150814,0.038759316527490505
0_5,"R-2,3-dihydroxy-3-methylpentanoate",1.111164974951132,0.051961918403330934
0_5,Succinate,1.3436200230356532,0.09024406122681247
0_6,(S)-Malate,1.367896200828568,0.0555647349708591
0_6,3-Phospho-D-glycerate,2.7912090511645817,0.2077938769236822
0_6,6-Phosphogluconic acid,1.4858670618842913,0.06309741787688171
0_6,Biotin,1.1280717500689736,0.19095749589585267
0_6,Butyrate,0.5144783019323973,0.06344932805924806
0_6,Citrate,0.8211032933969397,0.01705234552069885
0_6,D-Fructose 6-phosphate,1.4517582083465845,0.14128326003718683
0_6,D-glucose,3.3321525136516903,0.07488833076951686
0_6,Glucose_Na,0.9910716231152641,0.2477169652097024
0_6,Glucose_Na_b,1.0023966340046069,0.19417662647267284
0_6,Isocitrate,1.0122922380695754,0.03980479284312768
0_6,L-Arginine,8.495177233060767,0.7764696270228983
0_6,L-Histidine,1.5563894120422797,0.21043066885164494
0_6,L-Lactate,1.039612404745741,0.019370210400286067
0_6,L-Phenylalanine,3.710204373641543,0.27590321007857804
0_6,L-Threonine,1.5544894928249715,0.2017366598029878
0_6,L-Tryptophan,1.0174892804501423,0.18020820844507132
0_6,L-Valine,1.7994172948705414,0.20998397529225254
0_6,"R-2,3-Dihydroxy-isovalerate",2.4595145936164458,0.1325359898373067
0_6,"R-2,3-dihydroxy-3-methylpentanoate",1.6655635765131436,0.1050585076668439
0_6,Succinate,0.8139605910393742,0.0383615502827143
0_7,(S)-Malate,1.2663401334054942,0.1465528011224379
0_7,3-Phospho-D-glycerate,1.7404079492016513,0.10248961275568295
0_7,6-Phosphogluconic acid,0.9908722436591049,0.048041163060701386
0_7,Biotin,0.6463626226596593,0.1462478796090775
0_7,Butyrate,0.7758559747865689,0.1207491488782388
0_7,Citrate,1.1614235400424378,0.0815863495517188
0_7,D-Fructose 6-phosphate,1.162325227913462,0.0873095066095118
0_7,D-glucose,3.3263516796219963,0.15055093781303808
0_7,Glucose_Na,0.5773511779610098,0.1409554891789822
0_7,Glucose_Na_b,0.6053350270889847,0.030683372743248345
0_7,Isocitrate,1.27187412193866,0.09726851577743813
0_7,L-Arginine,3.5208936525381476,0.8284128299172658
0_7,L-Histidine,1.7495188338715748,0.3819807816096313
0_7,L-Lactate,1.239817064622745,0.196850912058521
0_7,L-Phenylalanine,2.0731208761995554,0.3974969217779552
0_7,L-Threonine,1.546104561664124,0.36817390637343195
0_7,L-Tryptophan,0.5866447490169228,0.029701988882195295
0_7,L-Valine,2.010593650082917,0.7900962684326286
0_7,"R-2,3-Dihydroxy-isovalerate",1.462624893965493,0.24346419180677495
0_7,"R-2,3-dihydroxy-3-methylpentanoate",1.1044854439293545,0.16312888037456738
0_7,Succinate,0.7929816147968092,0.11202469877585743
